DMCODE,GiessenErgebnis,Anlage,OEFFNUNGSZEIT,DRUCKKORREKTUR_SOLL,Heizkreis11Beginn,Heizkreis11Max,Heizkreis11Ende,Heizkreis12Beginn,Heizkreis12Max,Heizkreis12Ende,Kuehlkreis2TempBeginn,Kuehlkreis9Durchfl.Max,Kuehlkreis11Durchfl.Max,Kuehlkreis15TempMax,Kuehlkreis17Durchfl.Max,Kuehlkreis22Durchfl.Max,Kuehlkreis23Durchfl.Max,Kuehlkreis27Durchfl.Ende,Kuehlkreis28Durchfl.Beginn,Thermo5Beginn
23551980250106,0,N35,166,0,520.6,530.2,524,521.6,529.2,524.6,352.8,59.1,64.9,381.2,38.1,0.92,0.88,1,0.02,383.25
23552000250106,0,N35,188,0,520.2,530.4,524,521.2,529.2,524.6,351.6,59.1,65.4,380.6,38.1,0.94,0.88,1,0.02,383.25
23552030260106,1,N35,46428,0,620.2,652.6,652.6,595,635,635,196.8,2.3,2.9,381.8275862,3.2,0.988658009,0,0.964193548,0.02,440.5
23552030260106,1,N35,46428,0,620.2,652.6,652.6,595,635,635,196.8,2.3,2.9,381.8275862,3.2,0.988658009,0,0.964193548,0.02,440.5
23552030260106,1,N35,46428,0,620.2,652.6,652.6,595,635,635,196.8,2.3,2.9,381.8275862,3.2,0.988658009,0,0.964193548,0.02,440.5
23552030260106,1,N35,46428,0,620.2,652.6,652.6,595,635,635,196.8,2.3,2.9,381.8275862,3.2,0.988658009,0,0.964193548,0.02,440.5
23552030260106,1,N35,46428,0,620.2,652.6,652.6,595,635,635,196.8,2.3,2.9,381.8275862,3.2,0.988658009,0,0.964193548,0.02,440.5
23552040260106,0,N35,227,0,642.2,642.2,525,632.2,632.2,525,280.2,62.4,4.3,381.8275862,3.2,1.18,0.9,0.96,0.02,373.4416667
23552050260106,0,N35,229,0,521.6,530.2,525,522,530.8,524.8,306.8,62.4,63,381.8275862,34.2,0.96,0.9,0.98,0.02,373.4416667
23552100260106,0,N35,195,0,521.8,529.4,524.8,522,529,524.2,343.2,61,64.1,331.775,35,0.94,0.9,1,0.02,373.4416667
23552110260106,1,N35,188,0,522,529.4,525,521.8,529,524.6,345.6,62.4,65,331.775,35.5,0.96,0.9,1,0.02,373.4416667
23552110260106,1,N35,188,0,522,529.4,525,521.8,529,524.6,345.6,62.4,65,331.775,35.5,0.96,0.9,1,0.02,373.4416667
23552110260106,1,N35,188,0,522,529.4,525,521.8,529,524.6,345.6,62.4,65,331.775,35.5,0.96,0.9,1,0.02,373.4416667
23552110260106,1,N35,188,0,522,529.4,525,521.8,529,524.6,345.6,62.4,65,331.775,35.5,0.96,0.9,1,0.02,373.4416667
23552110260106,1,N35,188,0,522,529.4,525,521.8,529,524.6,345.6,62.4,65,331.775,35.5,0.96,0.9,1,0.02,373.4416667
23552180260106,0,N35,169,10,521.2,529.2,524.6,521.4,529,524.2,356.6,62.4,64.3,331.775,35.1,0.92,0.9,0.92,0.02,391.02
23552220260106,0,N35,173,10,521.8,528.8,524.2,521.8,528.8,524.8,341.6,61.7,64.5,331.775,35.1,0.92,0.86,0.94,0.02,373.4416667
23552240260106,1,N35,170,10,521.6,529,524.2,521.8,529,524.6,355.4,62.4,64.3,331.775,35.5,0.96,0.9,1,0.02,383.25
23552240260106,1,N35,170,10,521.6,529,524.2,521.8,529,524.6,355.4,62.4,64.3,331.775,35.5,0.96,0.9,1,0.02,383.25
23552240260106,1,N35,170,10,521.6,529,524.2,521.8,529,524.6,355.4,62.4,64.3,331.775,35.5,0.96,0.9,1,0.02,383.25
23552240260106,1,N35,170,10,521.6,529,524.2,521.8,529,524.6,355.4,62.4,64.3,331.775,35.5,0.96,0.9,1,0.02,383.25
23552240260106,1,N35,170,10,521.6,529,524.2,521.8,529,524.6,355.4,62.4,64.3,331.775,35.5,0.96,0.9,1,0.02,383.25
23552280260106,0,N35,178,14,521.6,529,525,522,529,524.2,357.6,62.4,65.6,331.775,35.1,0.94,0.9,1,0.02,391.02
23552300260106,1,N35,223,14,522.2,529.2,524.8,522.2,529,524.6,354.4,62.4,64.3,331.775,35.5,0.94,0.9,0.96,0.02,383.25
23552300260106,1,N35,223,14,522.2,529.2,524.8,522.2,529,524.6,354.4,62.4,64.3,331.775,35.5,0.94,0.9,0.96,0.02,383.25
23552300260106,1,N35,223,14,522.2,529.2,524.8,522.2,529,524.6,354.4,62.4,64.3,331.775,35.5,0.94,0.9,0.96,0.02,383.25
23552300260106,1,N35,223,14,522.2,529.2,524.8,522.2,529,524.6,354.4,62.4,64.3,331.775,35.5,0.94,0.9,0.96,0.02,383.25
23552300260106,1,N35,223,14,522.2,529.2,524.8,522.2,529,524.6,354.4,62.4,64.3,331.775,35.5,0.94,0.9,0.96,0.02,383.25
23552340260106,0,N35,354,17,645,647.8,524.4,645.8,649.8,525,289.6,62.4,3,381.8275862,35,1,0.9,0.94,0.02,359.2
23552360260106,0,N35,215,17,522.2,529.8,524.6,522,530,524.4,329.8,62.4,3,381.8275862,3.1,0.94,0.9,0.92,0.02,373.4416667
23552400260106,0,N35,188,17,515.6,529.6,524.6,516,529.6,524.6,337.6,61.6,63.9,331.775,35.4,0.9,0.86,0.9,0.02,373.4416667
23552430260106,1,N35,166,17,521.8,529.6,524.8,522,529,524.6,356.6,62.3,64.3,331.775,35,0.94,0.9,0.82,0.02,391.02
23552430260106,1,N35,166,17,521.8,529.6,524.8,522,529,524.6,356.6,62.3,64.3,331.775,35,0.94,0.9,0.82,0.02,391.02
23552430260106,1,N35,166,17,521.8,529.6,524.8,522,529,524.6,356.6,62.3,64.3,331.775,35,0.94,0.9,0.82,0.02,391.02
23552430260106,1,N35,166,17,521.8,529.6,524.8,522,529,524.6,356.6,62.3,64.3,331.775,35,0.94,0.9,0.82,0.02,391.02
23552430260106,1,N35,166,17,521.8,529.6,524.8,522,529,524.6,356.6,62.3,64.3,331.775,35,0.94,0.9,0.82,0.02,391.02
23552440260106,0,N35,174,17,521.8,528.8,524.6,522,529,524.6,360.8,62.4,64.3,331.775,35.1,0.94,0.88,0.84,0.02,391.02
23552510270106,0,N35,171,0,521.4,529,524.8,521.2,529,524.6,332.2,62.4,64,331.775,35.5,0.96,0.9,0.84,0.02,373.4416667
23552550270106,0,N35,164,0,521.8,528.8,524.8,521.8,529,524.6,359.2,62.4,64.3,331.775,34.2,0.94,0.9,0.84,0.02,391.02
23552560270106,0,N35,226,0,521.6,529,524.8,521.6,529.2,524.8,354.4,62.4,64.3,331.775,35.1,0.96,0.9,0.84,0.02,383.25
23552580270106,0,N35,160,0,522,529,524.8,521.8,529,524.6,358.2,62.4,64.3,331.775,34.2,0.94,0.9,0.82,0.02,391.02
23552620270106,1,N35,195,0,521.6,529,524.8,521.8,529,524.2,358.8,62.4,65,331.775,35.5,0.96,0.9,0.82,0.02,391.02
23552620270106,1,N35,195,0,521.6,529,524.8,521.8,529,524.2,358.8,62.4,65,331.775,35.5,0.96,0.9,0.82,0.02,391.02
23552620270106,1,N35,195,0,521.6,529,524.8,521.8,529,524.2,358.8,62.4,65,331.775,35.5,0.96,0.9,0.82,0.02,391.02
23552620270106,1,N35,195,0,521.6,529,524.8,521.8,529,524.2,358.8,62.4,65,331.775,35.5,0.96,0.9,0.82,0.02,391.02
23552620270106,1,N35,195,0,521.6,529,524.8,521.8,529,524.2,358.8,62.4,65,331.775,35.5,0.96,0.9,0.82,0.02,391.02
23552640270106,0,N35,214,0,522,529.2,524.8,521.8,529.4,524.2,353.8,62.4,64.7,331.775,34.2,0.96,0.9,0.82,0.02,383.25
23552670270106,0,N35,1859,0,649.8,657,649.6,650,656.4,648.8,285.8,62.4,3,381.8275862,3.2,1.12,0.9,0.84,0.02,317.2
23552710270106,0,N35,183,0,522,529,524.6,522,528.8,524.4,355.4,62.4,69.7,331.775,3.2,0.94,0.9,0.8,0.02,383.25
23552740270106,0,N35,183,0,521.6,529.4,525,521.8,529.4,524.8,351.6,62.4,67.9,331.775,35.1,0.9,0.88,0.82,0.02,383.25
23552760270106,1,N35,166,0,521.8,529,524.2,521.4,529,524.4,356.6,61.7,68.1,331.775,3.2,0.94,0.9,0.84,0.02,391.02
23552760270106,1,N35,166,0,521.8,529,524.2,521.4,529,524.4,356.6,61.7,68.1,331.775,3.2,0.94,0.9,0.84,0.02,391.02
23552760270106,1,N35,166,0,521.8,529,524.2,521.4,529,524.4,356.6,61.7,68.1,331.775,3.2,0.94,0.9,0.84,0.02,391.02
23552760270106,1,N35,166,0,521.8,529,524.2,521.4,529,524.4,356.6,61.7,68.1,331.775,3.2,0.94,0.9,0.84,0.02,391.02
23552760270106,1,N35,166,0,521.8,529,524.2,521.4,529,524.4,356.6,61.7,68.1,331.775,3.2,0.94,0.9,0.84,0.02,391.02
23552780270106,0,N35,181,0,521.8,529,525,521.6,529.6,524.6,354.4,62.4,68.1,331.775,35.1,0.94,0.88,0.84,0.02,383.25
23552790270106,0,N35,195,0,521.8,529,524.4,521.8,529,525,354.4,62.4,68,331.775,35.1,0.94,0.9,0.84,0.02,383.25
23552840270106,0,N35,1279,0,649,657.6,650,648.8,656.8,649.8,299.8,62.4,3.1,381.8275862,3.2,0.96,0.9,0.84,0.02,317.2
23553020270106,0,N35,1240,0,648.4,655.6,648,648.2,656.6,649,303,62.4,3,381.8275862,3.2,1.08,0.84,0.82,0.02,317.2
23553030270106,0,N35,186,0,645.8,656.2,651,649,656,648.2,336.6,61.7,69.5,381.8275862,3.2,0.94,0.88,0.8,0.02,317.2
23553040270106,0,N35,194,0,527,528.6,524.6,526,528.6,524.2,349.4,62.4,67.9,331.775,35.5,0.94,0.9,0.84,0.02,383.25
23553100270106,0,N35,196,0,521.6,528.8,524.8,521.6,528.8,524.4,360.8,63,68.9,331.775,35.6,0.96,0.9,0.84,0.02,391.02
23553240270106,0,N35,169,10,522,529,524.8,521.6,529.2,524.6,359.8,62.4,70.9,331.775,35.6,0.92,0.88,0.84,0.02,391.02
23553330270106,0,N35,177,10,521.8,529,524.4,521.8,528.8,524.2,361.4,62.4,68.2,385.8,35.1,0.94,0.9,0.84,0.02,391.02
23553340270106,0,N35,180,10,522,529,524.8,521.8,528.8,524.6,360.8,62.4,69.5,331.775,35.6,0.94,0.9,0.84,0.02,391.02
23553380270106,0,N35,3071,10,647,658,649.8,650.8,656.2,648.8,273.4,62.4,3,381.8275862,3.2,1.1,0.9,0.84,0.02,317.2
23553400270106,0,N35,177,10,530,530,524.4,530,530,524.4,342.2,62.4,68.2,381.8275862,3.2,0.94,0.9,0.84,0.02,373.4416667
23553440270106,0,N35,171,10,521.8,529,524.8,521.4,528.8,524.8,359.2,61,67.2,331.775,34.2,0.96,0.9,0.84,0.02,391.02
23553450270106,1,N35,179,10,522,528.8,524.4,521.8,528.6,524.4,359.2,62.4,67.9,331.775,34.2,0.96,0.9,0.84,0.02,391.02
23553450270106,1,N35,179,10,522,528.8,524.4,521.8,528.6,524.4,359.2,62.4,67.9,331.775,34.2,0.96,0.9,0.84,0.02,391.02
23553450270106,1,N35,179,10,522,528.8,524.4,521.8,528.6,524.4,359.2,62.4,67.9,331.775,34.2,0.96,0.9,0.84,0.02,391.02
23553450270106,1,N35,179,10,522,528.8,524.4,521.8,528.6,524.4,359.2,62.4,67.9,331.775,34.2,0.96,0.9,0.84,0.02,391.02
23553450270106,1,N35,179,10,522,528.8,524.4,521.8,528.6,524.4,359.2,62.4,67.9,331.775,34.2,0.96,0.9,0.84,0.02,391.02
23553500270106,1,N35,164,10,522,528.8,524.8,521.8,528.4,524.8,362,61.7,67.3,385.8,34.2,0.96,0.9,0.84,0.02,391.02
23553500270106,1,N35,164,10,522,528.8,524.8,521.8,528.4,524.8,362,61.7,67.3,385.8,34.2,0.96,0.9,0.84,0.02,391.02
23553500270106,1,N35,164,10,522,528.8,524.8,521.8,528.4,524.8,362,61.7,67.3,385.8,34.2,0.96,0.9,0.84,0.02,391.02
23553500270106,1,N35,164,10,522,528.8,524.8,521.8,528.4,524.8,362,61.7,67.3,385.8,34.2,0.96,0.9,0.84,0.02,391.02
23553500270106,1,N35,164,10,522,528.8,524.8,521.8,528.4,524.8,362,61.7,67.3,385.8,34.2,0.96,0.9,0.84,0.02,391.02
23553530270106,0,N35,172,12,522,529.2,524.8,522,529,524.6,359.8,62.4,68.5,331.775,34.2,0.94,0.9,0.84,0.02,391.02
23553540270106,1,N35,179,12,521.8,529,524.8,521.8,529,524.6,359.8,62.4,68.3,331.775,35.5,0.94,0.9,0.84,0.02,391.02
23553540270106,1,N35,179,12,521.8,529,524.8,521.8,529,524.6,359.8,62.4,68.3,331.775,35.5,0.94,0.9,0.84,0.02,391.02
23553540270106,1,N35,179,12,521.8,529,524.8,521.8,529,524.6,359.8,62.4,68.3,331.775,35.5,0.94,0.9,0.84,0.02,391.02
23553540270106,1,N35,179,12,521.8,529,524.8,521.8,529,524.6,359.8,62.4,68.3,331.775,35.5,0.94,0.9,0.84,0.02,391.02
23553540270106,1,N35,179,12,521.8,529,524.8,521.8,529,524.6,359.8,62.4,68.3,331.775,35.5,0.94,0.9,0.84,0.02,391.02
23553550270106,0,N35,184,12,521.8,529.2,524.6,521.8,529,524.4,359.2,62.4,69.4,331.775,35.5,0.94,0.9,0.84,0.02,391.02
23553560270106,0,N35,1325,0,648.2,659,652.6,648.2,659,649.2,299.8,62.4,3,381.8275862,3.2,1.14,0.9,0.88,0.02,317.2
23553580270106,0,N35,177,0,517.6,528.8,524.6,517,529,524.6,348.8,62.4,67.9,331.775,35.1,0.96,0.9,0.88,0.02,383.25
23553600270106,0,N35,178,0,521.8,529,524.6,521.2,528.8,524.6,358.2,62.4,69.6,331.775,3.2,0.96,0.9,0.88,0.02,391.02
23553690300106,0,N35,470,10,646,656,522,646.2,658,521.8,295.8,62.4,3,381.8275862,35.5,1.16,0.9,0.84,0.02,317.2
23553720300106,0,N35,214,10,521.2,530.2,524.6,521.2,530,524,332.6,62.4,69.7,381.8275862,35.5,1,0.9,0.84,0.02,373.4416667
23553760300106,0,N35,253,10,522,530.2,524.8,521.8,529.8,524.2,338.2,62.4,71.2,381.8275862,35.5,0.94,0.9,0.82,0.02,373.4416667
23553780300106,0,N35,199,10,521.6,529.8,524.8,521.4,529.6,524.6,346,62.4,69.7,381.8275862,35.5,0.92,0.86,0.84,0.02,373.4416667
23553820300106,0,N35,204,10,521.6,529.6,524.6,521.2,529.6,524,348.2,62.4,69.6,331.775,35.1,0.96,0.9,0.84,0.02,383.25
23553940300106,0,N35,194,10,521.8,529.8,524.8,521.4,529.6,524.2,346.6,62.3,68.7,381.8275862,35,0.94,0.88,0.84,0.02,383.25
23553960300106,0,N35,215,10,521.6,530,524.8,521.6,529.8,524.4,344.8,63,69,381.8275862,35.4,0.94,0.9,0.84,0.02,373.4416667
23554000300106,0,N35,200,10,521.8,529.2,524.6,522,529.6,524.6,346,62.3,69.5,331.775,35,0.94,0.88,0.84,0.02,373.4416667
23554050300106,0,N35,1509,0,647.6,656.2,647.8,649.2,656,648.4,289.2,63.6,3,381.8275862,3.1,1.14,0.88,0.84,0.02,317.2
23554070300106,0,N35,177,0,521.6,529,524.6,521.6,529.2,524,344.2,62.3,69.7,331.775,35,0.94,0.9,0.88,0.02,373.4416667
23554080300106,0,N35,176,0,521.6,529.2,524.6,521.8,529.2,524.2,349.8,62.3,68.9,331.775,35.5,0.92,0.88,0.86,0.02,383.25
23554170300106,0,N35,187,0,521.8,529.6,524.6,521.8,529.4,524.2,353.2,62.3,71,331.775,34.2,0.94,0.9,0.84,0.02,383.25
23554270300106,0,N35,183,0,521.8,529.2,524.2,521.8,529,524.4,355.4,62.4,69.8,331.775,35.6,0.92,0.86,0.86,0.02,383.25
23554340300106,0,N35,178,0,521.8,529,524.8,522,529,524.4,359.2,62.4,70.6,331.775,35.2,0.92,0.88,0.84,0.02,391.02
23554410300106,1,N35,164,0,537.8,537.8,524.6,537.6,537.6,524.6,334.8,63.7,69.5,381.8275862,35.6,0.92,0.9,0.86,0.02,373.4416667
23554410300106,1,N35,164,0,537.8,537.8,524.6,537.6,537.6,524.6,334.8,63.7,69.5,381.8275862,35.6,0.92,0.9,0.86,0.02,373.4416667
23554410300106,1,N35,164,0,537.8,537.8,524.6,537.6,537.6,524.6,334.8,63.7,69.5,381.8275862,35.6,0.92,0.9,0.86,0.02,373.4416667
23554410300106,1,N35,164,0,537.8,537.8,524.6,537.6,537.6,524.6,334.8,63.7,69.5,381.8275862,35.6,0.92,0.9,0.86,0.02,373.4416667
23554410300106,1,N35,164,0,537.8,537.8,524.6,537.6,537.6,524.6,334.8,63.7,69.5,381.8275862,35.6,0.92,0.9,0.86,0.02,373.4416667
23554430300106,0,N35,188,0,521.2,529,524.6,521.6,529.2,524.6,352.2,63.7,71.3,331.775,3.3,0.94,0.9,0.86,0.02,383.25
23554450300106,0,N35,198,0,521.8,528.8,524.6,522,529,524.4,355,62.4,69.5,331.775,35.2,0.94,0.9,0.88,0.02,383.25
23554470300106,0,N35,178,0,521.8,528.8,524.6,521.6,528.8,524.4,358.2,62.4,70.3,331.775,35.2,0.94,0.88,0.84,0.02,391.02
23554490300106,0,N35,256,0,521.6,529.8,524.8,522.2,529.6,524.6,349.4,63.7,69.5,381.8275862,35.6,0.94,0.9,0.84,0.02,383.25
23554510300106,0,N35,182,0,521.8,529.4,524.6,521.8,529,524.6,355.4,62.4,69.5,331.775,35.6,0.92,0.88,0.82,0.02,383.25
23554580300106,1,N35,7073,0,648,657.6,651.2,648.2,658,649.8,264.6,2.1,4,381.8275862,3.2,1.28,0,0.964193548,0.02,317.2
23554580300106,1,N35,7073,0,648,657.6,651.2,648.2,658,649.8,264.6,2.1,4,381.8275862,3.2,1.28,0,0.964193548,0.02,317.2
23554580300106,1,N35,7073,0,648,657.6,651.2,648.2,658,649.8,264.6,2.1,4,381.8275862,3.2,1.28,0,0.964193548,0.02,317.2
23554580300106,1,N35,7073,0,648,657.6,651.2,648.2,658,649.8,264.6,2.1,4,381.8275862,3.2,1.28,0,0.964193548,0.02,317.2
23554580300106,1,N35,7073,0,648,657.6,651.2,648.2,658,649.8,264.6,2.1,4,381.8275862,3.2,1.28,0,0.964193548,0.02,317.2
23554590300106,1,N35,531,0,647.8,649.6,525,647.2,647.2,524.8,323.8,62.4,3.1,381.8275862,3.3,0.96,0.9,0.88,0.02,359.2
23554590300106,1,N35,531,0,647.8,649.6,525,647.2,647.2,524.8,323.8,62.4,3.1,381.8275862,3.3,0.96,0.9,0.88,0.02,359.2
23554590300106,1,N35,531,0,647.8,649.6,525,647.2,647.2,524.8,323.8,62.4,3.1,381.8275862,3.3,0.96,0.9,0.88,0.02,359.2
23554590300106,1,N35,531,0,647.8,649.6,525,647.2,647.2,524.8,323.8,62.4,3.1,381.8275862,3.3,0.96,0.9,0.88,0.02,359.2
23554590300106,1,N35,531,0,647.8,649.6,525,647.2,647.2,524.8,323.8,62.4,3.1,381.8275862,3.3,0.96,0.9,0.88,0.02,359.2
23554600300106,0,N35,389,0,523.2,529.6,525,523.4,529.8,524.4,325.4,62.4,3,331.775,3.2,1.14,0.9,0.86,0.02,359.2
23554680300106,0,N35,187,0,521.6,529.6,524.6,521.2,529.4,524.2,353.2,62.4,69,331.775,35.2,0.92,0.9,0.86,0.02,383.25
23554700300106,0,N35,182,0,521.4,529.2,524.8,521.8,529.2,524.2,356,63,69.5,331.775,34.3,0.92,0.86,0.88,0.02,391.02
23554760300106,0,N35,202,0,635,635,524.8,633.6,633.6,524.4,305.8,63.7,70.8,381.8275862,35.6,0.98,0.9,0.88,0.02,373.4416667
23554790310106,0,N35,211,0,521.6,529.8,524.6,521.6,530,524.6,337.2,62.4,71,381.8275862,35.6,0.94,0.9,0.88,0.02,373.4416667
23554800310106,0,N35,196,0,522,530,524.8,521.6,529.6,524.6,342.2,62.4,70.7,381.8275862,35.6,1,0.9,0.88,0.02,373.4416667
23554880310106,0,N35,192,0,521.6,529,525,521.4,529.2,524.6,353.8,63.7,69.9,331.775,35.1,0.92,0.88,0.88,0.02,383.25
23554960310106,0,N35,188,10,521.6,529.6,524.8,521.4,529.4,524.4,347.8,62.4,69.5,331.775,3.2,0.94,0.9,0.88,0.02,383.25
23555030310106,0,N35,196,10,521.6,529.2,524.8,521.6,529.2,524.2,355,62.4,69.9,331.775,35.1,0.92,0.9,0.82,0.02,383.25
23555040310106,0,N35,193,10,521.6,529,524.8,521.6,529.2,524.2,355,63.7,69.5,331.775,3.2,0.9,0.88,0.82,0.02,383.25
23555110310106,0,N35,1383,0,649,658,651,646.8,657.8,651,284,63.7,4.2,381.8275862,3.2,1.14,0.88,0.84,0.02,317.2
23555220310106,0,N35,182,0,522,529,524.6,521.6,529,524.6,356.6,63.7,69.5,331.775,35.5,0.92,0.88,0.8,0.02,391.02
23555300310106,0,N35,181,0,521.2,529,524.2,521.6,529,524.4,346,62.4,69.6,331.775,35.1,0.92,0.9,0.82,0.02,373.4416667
23555460310106,0,N35,2120,0,641.6,662.6,623.8,633,661,627,250.8,2.4,3,381.8275862,3.2,1,0.9,0.86,0.02,317.2
23555520310106,0,N35,196,0,521.4,529.4,525,521.8,529.4,524.2,348.2,3.6,69.5,331.775,35.6,0.94,0.9,0.88,0.02,461.1
23555560310106,0,N35,213,0,521.2,529.2,525,521.4,529,524.2,353.2,62.4,69.5,331.775,35.1,0.94,0.9,0.88,0.02,383.25
23555570310106,0,N35,179,0,521.8,529,524.8,522,529,524.6,356,63.1,70.3,331.775,35.1,0.92,0.9,0.86,0.02,391.02
23555590310106,0,N35,182,0,521.6,529,525,521.6,528.8,524.6,358.2,62.4,69.5,331.775,35.1,0.92,0.9,0.82,0.02,391.02
23555640310106,0,N35,196,0,517.8,529,524.8,517.6,529.6,524.2,327.6,62.4,69.7,331.775,35.5,0.96,0.9,0.9,0.02,373.4416667
23555650310106,1,N35,202,0,521,529.2,525,521.4,529.8,524.6,341,62.4,69.5,331.775,35.1,0.96,0.9,0.88,0.02,373.4416667
23555650310106,1,N35,202,0,521,529.2,525,521.4,529.8,524.6,341,62.4,69.5,331.775,35.1,0.96,0.9,0.88,0.02,373.4416667
23555650310106,1,N35,202,0,521,529.2,525,521.4,529.8,524.6,341,62.4,69.5,331.775,35.1,0.96,0.9,0.88,0.02,373.4416667
23555650310106,1,N35,202,0,521,529.2,525,521.4,529.8,524.6,341,62.4,69.5,331.775,35.1,0.96,0.9,0.88,0.02,373.4416667
23555650310106,1,N35,202,0,521,529.2,525,521.4,529.8,524.6,341,62.4,69.5,331.775,35.1,0.96,0.9,0.88,0.02,373.4416667
23555660310106,0,N35,309,0,521.8,530.6,525,522,530.4,524.6,334.8,63.7,69.6,381.8275862,35.5,0.94,0.9,0.88,0,359.2
23555720310106,0,N35,182,0,521.2,529.8,524.8,522,529.6,524.4,348.2,63.1,70.8,381.8275862,35.6,0.94,0.9,0.9,0,383.25
23555770310106,0,N35,234,0,521,529.6,525,521.6,529.6,524,349.4,62.4,68.7,331.775,35.6,0.94,0.9,0.88,0.02,383.25
23555830310106,0,N35,187,0,520.8,530.2,524.8,521.6,530.2,524.2,327,62.4,68.2,381.8275862,3.2,0.96,0.9,0.88,0.02,373.4416667
23555840310106,0,N35,212,0,521.2,530,524.8,521.6,530.4,524.2,331.6,63,4.3,381.8275862,35.6,0.96,0.9,0.88,0.02,373.4416667
23623250160106,1,N36,275,0,67.4,69,69,84,86,86,418.6545455,69.9,3.3,344.8,35.4,0.94,1.02,0.86,0.020761905,391.02
23623250160106,1,N36,275,0,67.4,69,69,84,86,86,418.6545455,69.9,3.3,344.8,35.4,0.94,1.02,0.86,0.020761905,391.02
23623250160106,1,N36,275,0,67.4,69,69,84,86,86,418.6545455,69.9,3.3,344.8,35.4,0.94,1.02,0.86,0.020761905,391.02
23623250160106,1,N36,275,0,67.4,69,69,84,86,86,418.6545455,69.9,3.3,344.8,35.4,0.94,1.02,0.86,0.020761905,391.02
23623250160106,1,N36,275,0,67.4,69,69,84,86,86,418.6545455,69.9,3.3,344.8,35.4,0.94,1.02,0.86,0.020761905,391.02
23623270160106,0,N36,231,0,72,73,73,88.6,89.2,89,418.6545455,70.5,67.6,343.2,34.1,0.88,1.04,0.86,0,391.02
23623310160106,0,N36,242,0,75,75.6,75.4,90.6,91,91,418.6545455,67.9,68.5,342.8,34.1,0.88,1.02,0.84,0,391.02
23623330160106,0,N36,260,0,76,76.4,76.2,91.6,91.8,91.8,418.6545455,68.6,69.6,341.6,35.4,0.88,1.04,0.86,0,391.02
23623350160106,0,N36,334,0,76.2,76.2,76,91.6,92,92,418.6545455,68.6,3.2,341.6,35.4,0.92,1.04,0.86,0.020761905,391.02
23623490160106,0,N36,242,0,77.6,78,78,94.6,95,95,418.6545455,68.6,67.7,343.8,35.4,0.88,1.02,0.86,0.020761905,391.02
23623520160106,0,N36,196,0,78.6,79,79,95.4,95.8,95.6,418.6545455,67.3,66.6,346,34.1,0.86,1.02,0.86,0,391.02
23623550160106,0,N36,199,0,79.6,79.8,79.6,96.4,97,97,418.6545455,69.2,4.5,348.8,33.2,0.86,1.04,0.86,0.020761905,391.02
23623560160106,1,N36,342,0,79.6,79.6,79.6,97,97,97,418.6545455,2.4,4.5,346.6,35.4,0.94,1.02,0.86,0.020761905,440.5
23623560160106,1,N36,342,0,79.6,79.6,79.6,97,97,97,418.6545455,2.4,4.5,346.6,35.4,0.94,1.02,0.86,0.020761905,440.5
23623560160106,1,N36,342,0,79.6,79.6,79.6,97,97,97,418.6545455,2.4,4.5,346.6,35.4,0.94,1.02,0.86,0.020761905,440.5
23623560160106,1,N36,342,0,79.6,79.6,79.6,97,97,97,418.6545455,2.4,4.5,346.6,35.4,0.94,1.02,0.86,0.020761905,440.5
23623560160106,1,N36,342,0,79.6,79.6,79.6,97,97,97,418.6545455,2.4,4.5,346.6,35.4,0.94,1.02,0.86,0.020761905,440.5
23623570160106,1,N36,223,0,79.6,79.6,79.6,97,97,96.6,418.6545455,69.9,68.5,346.6,34.1,0.86,1.04,0.86,0.020761905,391.02
23623570160106,1,N36,223,0,79.6,79.6,79.6,97,97,96.6,418.6545455,69.9,68.5,346.6,34.1,0.86,1.04,0.86,0.020761905,391.02
23623570160106,1,N36,223,0,79.6,79.6,79.6,97,97,96.6,418.6545455,69.9,68.5,346.6,34.1,0.86,1.04,0.86,0.020761905,391.02
23623570160106,1,N36,223,0,79.6,79.6,79.6,97,97,96.6,418.6545455,69.9,68.5,346.6,34.1,0.86,1.04,0.86,0.020761905,391.02
23623570160106,1,N36,223,0,79.6,79.6,79.6,97,97,96.6,418.6545455,69.9,68.5,346.6,34.1,0.86,1.04,0.86,0.020761905,391.02
23623590160106,0,N36,3431,0,74.6,75.6,75.6,90.4,91.6,91.6,385.8666667,68.6,2.1,319.2,35,0.92,0,0.86,0.020761905,359.2
23623600160106,0,N36,229,0,75.6,76,76,92,92.6,92.6,418.6545455,67.9,3.3,326.6,35.4,0.92,0,0.86,0.020761905,373.4416667
23623680160106,0,N36,194,0,73.2,74,73.8,99.8,100,99.6,418.6545455,69.9,67.9,341.6,34.1,0.88,1.02,0.88,0.020761905,391.02
23623690160106,0,N36,202,0,74.4,75,74.8,98.6,98.6,95.6,418.6545455,68.6,68.1,341.6,35.4,0.86,1,0.88,0.020761905,391.02
23623730160106,0,N36,183,0,77.4,77.6,77.6,94.4,94.6,94.6,418.6545455,67.9,68.8,346.6,35,0.86,1.04,0.86,0.020761905,391.02
23623740160106,0,N36,399,0,77.4,77.4,77.2,94.4,94.4,94.2,418.6545455,69.9,70.3,342.2,34.1,0.92,0,0.86,0.020761905,391.02
23623820160106,0,N36,204,0,79.4,80,80,96,96.6,96.6,418.6545455,69.2,69.5,341,35.5,0.92,1.02,0.86,0.020761905,391.02
