DMCODE,GiessenErgebnis,Anlage,OEFFNUNGSZEIT,DRUCKKORREKTUR_SOLL,Heizkreis11Beginn,Heizkreis11Max,Heizkreis11Ende,Heizkreis12Beginn,Heizkreis12Max,Heizkreis12Ende,Kuehlkreis2TempBeginn,Kuehlkreis9Durchfl.Max,Kuehlkreis11Durchfl.Max,Kuehlkreis15TempMax,Kuehlkreis17Durchfl.Max,Kuehlkreis22Durchfl.Max,Kuehlkreis23Durchfl.Max,Kuehlkreis27Durchfl.Ende,Kuehlkreis28Durchfl.Beginn,Thermo5Beginn
23460320180106,0,N34,888,0,646.6,646.6,524.6,643.8,643.8,524.8,300.8,57.7,4.3,319.8,5.1,1.1,1.04,1.08,0.020761905,332.1
23460400180106,0,N34,249,0,523,529,524.8,523,528.8,524.8,346,57,69.6,332.2,5.1,0.94,1.04,1.1,0.020761905,378.4
23460460180106,0,N34,190,0,522,529,524.8,522.2,528.6,524.8,354.4,57.7,69.9,335.4,36.3,0.94,1.04,1.1,0.020761905,382.7
23460480180106,1,N34,1538,0,645.8,665.6,649.2,642.2,664.2,649.6,271.8,1.7,3.1,317,5.1,1.1,1.08,1.1,0.020761905,295.8
23460480180106,1,N34,1538,0,645.8,665.6,649.2,642.2,664.2,649.6,271.8,1.7,3.1,317,5.1,1.1,1.08,1.1,0.020761905,295.8
23460480180106,1,N34,1538,0,645.8,665.6,649.2,642.2,664.2,649.6,271.8,1.7,3.1,317,5.1,1.1,1.08,1.1,0.020761905,295.8
23460480180106,1,N34,1538,0,645.8,665.6,649.2,642.2,664.2,649.6,271.8,1.7,3.1,317,5.1,1.1,1.08,1.1,0.020761905,295.8
23460480180106,1,N34,1538,0,645.8,665.6,649.2,642.2,664.2,649.6,271.8,1.7,3.1,317,5.1,1.1,1.08,1.1,0.020761905,295.8
23460650180106,1,N34,195,0,522,528.8,524.8,522.4,528.4,524.6,354.4,57,70.4,335.4,5.1,0.94,1.02,1.08,0.020761905,383.3
23460650180106,1,N34,195,0,522,528.8,524.8,522.4,528.4,524.6,354.4,57,70.4,335.4,5.1,0.94,1.02,1.08,0.020761905,383.3
23460650180106,1,N34,195,0,522,528.8,524.8,522.4,528.4,524.6,354.4,57,70.4,335.4,5.1,0.94,1.02,1.08,0.020761905,383.3
23460650180106,1,N34,195,0,522,528.8,524.8,522.4,528.4,524.6,354.4,57,70.4,335.4,5.1,0.94,1.02,1.08,0.020761905,383.3
23460650180106,1,N34,195,0,522,528.8,524.8,522.4,528.4,524.6,354.4,57,70.4,335.4,5.1,0.94,1.02,1.08,0.020761905,383.3
23460660180106,0,N34,1558,0,654.8,661.4,651,647.4,664.8,649.8,277.2,1.7,4.4,318.8,5.1,1.08,1.02,1.1,0.020761905,303.6
23460720180106,0,N34,214,0,522,529,524.8,522,528.6,524.8,348.2,58.3,69.7,331.6,5.1,0.94,1.04,1.1,0.020761905,377.3
23460800180106,0,N34,173,0,522.2,528.6,524.8,522.6,528,524.6,357.6,57.7,69.6,335.4,5.1,0.94,1.04,1.1,0.020761905,388.7
23460810180106,1,N34,178,0,522.2,528.4,524.8,522.4,528.2,524.8,358.2,58,69.3,336.6,36.3,0.94,1.04,1.1,0.020761905,389.8
23460810180106,1,N34,178,0,522.2,528.4,524.8,522.4,528.2,524.8,358.2,58,69.3,336.6,36.3,0.94,1.04,1.1,0.020761905,389.8
23460810180106,1,N34,178,0,522.2,528.4,524.8,522.4,528.2,524.8,358.2,58,69.3,336.6,36.3,0.94,1.04,1.1,0.020761905,389.8
23460810180106,1,N34,178,0,522.2,528.4,524.8,522.4,528.2,524.8,358.2,58,69.3,336.6,36.3,0.94,1.04,1.1,0.020761905,389.8
23460810180106,1,N34,178,0,522.2,528.4,524.8,522.4,528.2,524.8,358.2,58,69.3,336.6,36.3,0.94,1.04,1.1,0.020761905,389.8
23460840180106,0,N34,171,0,509.8,528.6,524.8,510.8,528.6,524.8,328.8,57,70.1,325.8,5.1,0.94,1.04,1.1,0.020761905,361.4
23460860180106,0,N34,191,0,522.2,529,524.8,522,528.6,524.8,346.6,57,70.3,329.2,36.3,0.94,1.04,1.1,0.020761905,376.7
23460930180106,1,N34,191,0,522.6,528,525,522.6,527.8,525,357.6,58,70,335.4,36.3,0.92,1,1.1,0.020761905,389.3
23460930180106,1,N34,191,0,522.6,528,525,522.6,527.8,525,357.6,58,70,335.4,36.3,0.92,1,1.1,0.020761905,389.3
23460930180106,1,N34,191,0,522.6,528,525,522.6,527.8,525,357.6,58,70,335.4,36.3,0.92,1,1.1,0.020761905,389.3
23460930180106,1,N34,191,0,522.6,528,525,522.6,527.8,525,357.6,58,70,335.4,36.3,0.92,1,1.1,0.020761905,389.3
23460930180106,1,N34,191,0,522.6,528,525,522.6,527.8,525,357.6,58,70,335.4,36.3,0.92,1,1.1,0.020761905,389.3
23460970180106,0,N34,180,0,522,528.2,524.6,522.4,528.2,524.8,362.6,59,70.1,335.4,36.3,0.9,0.96,1.1,0.020761905,392
23460990180106,0,N34,984,0,651,657,650.8,650,657.2,651,308.6,57.7,3.1,327.6,5.1,1.08,1.04,1.1,0.020761905,338.2
23461060190106,0,N34,200,0,521.8,528.8,525,522,528.6,525,354.4,57,69.5,334.2,36.3,0.92,1,1.1,0.020761905,384.4
23461070190106,0,N34,219,0,521.8,529,525,521.6,528.6,525,353.2,57.7,69.9,334.8,5.1,0.96,1.06,1.08,0.020761905,382.7
23461080190106,0,N34,240,0,521.8,529,524.8,522,528.6,525,349.8,57,69.9,334.2,36.3,0.94,1.04,1.1,0.020761905,378.9
23461170190106,0,N34,232,0,645.8,655.6,524.2,645.8,655.2,523.6,331.6,57.7,69.5,328.8,5.1,0.94,1.04,1.1,0.020761905,364.2
23461200190106,0,N34,210,0,521.8,529,524.8,522,528.6,525,349.4,57,69.6,331.6,36.3,0.94,1.04,1.1,0.020761905,379.5
23461220190106,0,N34,188,0,522,529,525,522.2,528.6,525,352.8,58.3,69.8,333.2,5.1,0.94,1.04,1.08,0.020761905,382.7
23461230190106,0,N34,201,0,522,528.8,525,522,528.6,525,353.2,57.7,70.1,333.8,36.3,0.94,1.04,1.1,0.020761905,383.3
23461280190106,0,N34,191,0,522,529,524.8,522,528.4,524.8,355.4,55.7,69.4,335.4,36.3,0.94,1.04,1.1,0.020761905,385.5
23461360190106,0,N34,169,0,522.2,528.8,524.8,522.2,528.2,525,354.4,57.3,70.5,332.6,36.3,0.94,1.04,1.1,0.020761905,385.5
23461370190106,0,N34,159,0,521.8,528.2,524.6,522,528,524.8,359.2,56.7,69.5,333.8,36.3,0.94,1.04,1.08,0.020761905,390.4
23461430190106,1,N34,171,0,521.8,528.2,524.6,522.2,528,524.8,359.8,56.9,70.4,336.6,36.3,0.9,1,1.08,0.020761905,392
23461430190106,1,N34,171,0,521.8,528.2,524.6,522.2,528,524.8,359.8,56.9,70.4,336.6,36.3,0.9,1,1.08,0.020761905,392
23461430190106,1,N34,171,0,521.8,528.2,524.6,522.2,528,524.8,359.8,56.9,70.4,336.6,36.3,0.9,1,1.08,0.020761905,392
23461430190106,1,N34,171,0,521.8,528.2,524.6,522.2,528,524.8,359.8,56.9,70.4,336.6,36.3,0.9,1,1.08,0.020761905,392
23461430190106,1,N34,171,0,521.8,528.2,524.6,522.2,528,524.8,359.8,56.9,70.4,336.6,36.3,0.9,1,1.08,0.020761905,392
23461510190106,1,N34,18517,0,599.8,602.6,601.2,599.4,601.6,601.2,376.2,1.5,3,377.8,5,0.02,0,0,0.020761905,440.5
23461510190106,1,N34,18517,0,599.8,602.6,601.2,599.4,601.6,601.2,376.2,1.5,3,377.8,5,0.02,0,0,0.020761905,440.5
23461510190106,1,N34,18517,0,599.8,602.6,601.2,599.4,601.6,601.2,376.2,1.5,3,377.8,5,0.02,0,0,0.020761905,440.5
23461510190106,1,N34,18517,0,599.8,602.6,601.2,599.4,601.6,601.2,376.2,1.5,3,377.8,5,0.02,0,0,0.020761905,440.5
23461510190106,1,N34,18517,0,599.8,602.6,601.2,599.4,601.6,601.2,376.2,1.5,3,377.8,5,0.02,0,0,0.020761905,440.5
23461520190106,1,N34,260,0,600,600,414.2,599,600.2,412.4,425.4,1.7,3.3,412.8,38.6,1.08,1.04,1.1,0.020761905,440.5
23461520190106,1,N34,260,0,600,600,414.2,599,600.2,412.4,425.4,1.7,3.3,412.8,38.6,1.08,1.04,1.1,0.020761905,440.5
23461520190106,1,N34,260,0,600,600,414.2,599,600.2,412.4,425.4,1.7,3.3,412.8,38.6,1.08,1.04,1.1,0.020761905,440.5
23461520190106,1,N34,260,0,600,600,414.2,599,600.2,412.4,425.4,1.7,3.3,412.8,38.6,1.08,1.04,1.1,0.020761905,440.5
23461520190106,1,N34,260,0,600,600,414.2,599,600.2,412.4,425.4,1.7,3.3,412.8,38.6,1.08,1.04,1.1,0.020761905,440.5
23461550190106,0,N34,195,0,624.2,624.2,410.4,624,624,403.8,424.2,57,71,400.2,38.6,0.92,1.04,1.1,0.020761905,391.02
23461580190106,0,N34,237,0,620.8,620.8,412.2,620.8,620.8,405,423.2,57,69.9,393.8,38.6,0.94,1.04,1.1,0.020761905,391.02
23461630190106,0,N34,192,0,628,628,412.8,628.6,628.6,405.8,428.6,1.7,69.9,398.6,38.6,0.92,1,1.1,0.020761905,461.1
23461680190106,0,N34,1448,0,600,601.2,412,599.8,602,413.8,399.2,1.6,3.2,376.2,39,1.08,1.02,1.1,0.020761905,461.1
23461690190106,0,N34,213,0,612.2,612.2,412.8,610.8,610.8,410.8,421,1.7,4.4,388.8,38.6,0.94,1.1,1.1,0.020761905,461.1
23461710190106,0,N34,195,0,628.2,628.2,413.2,627.4,627.4,408.8,431.4,57,70.7,394.2,39,0.92,1.02,1.1,0.020761905,391.02
23461800190106,0,N34,200,0,626.6,626.6,413.4,626.2,626.2,408.6,429.8,57,70.1,393.8,38.6,0.94,1.04,1.1,0.020761905,391.02
23461870200106,1,N34,16330,0,600,625,617.4,599.8,622.6,616,386,1.5,3.1,358.8,39,1.04,1.06,0,0.020761905,440.5
23461870200106,1,N34,16330,0,600,625,617.4,599.8,622.6,616,386,1.5,3.1,358.8,39,1.04,1.06,0,0.020761905,440.5
23461870200106,1,N34,16330,0,600,625,617.4,599.8,622.6,616,386,1.5,3.1,358.8,39,1.04,1.06,0,0.020761905,440.5
23461870200106,1,N34,16330,0,600,625,617.4,599.8,622.6,616,386,1.5,3.1,358.8,39,1.04,1.06,0,0.020761905,440.5
23461870200106,1,N34,16330,0,600,625,617.4,599.8,622.6,616,386,1.5,3.1,358.8,39,1.04,1.06,0,0.020761905,440.5
23461950200106,0,N34,194,0,628,628,411.8,627.8,627.8,406.8,427,57.7,70.1,389.8,39,0.94,1.04,1.1,0.020761905,391.02
23461980200106,0,N34,188,0,616.8,616.8,409,615.6,615.6,406,419.4,57,3.1,386,39,0.94,1.04,1.1,0.020761905,391.02
23462030200106,0,N34,173,0,622.6,622.6,410.4,621,621,407.8,423.2,57,4.4,386.6,39,0.94,1.04,1.1,0.020761905,391.02
23462060200106,1,N34,50527,0,599.8,602.2,375,599.6,601.2,377.8,377.8,1.8,3.2,362,5.1,0,0,0.96,0.020761905,440.5
23462060200106,1,N34,50527,0,599.8,602.2,375,599.6,601.2,377.8,377.8,1.8,3.2,362,5.1,0,0,0.96,0.020761905,440.5
23462060200106,1,N34,50527,0,599.8,602.2,375,599.6,601.2,377.8,377.8,1.8,3.2,362,5.1,0,0,0.96,0.020761905,440.5
23462060200106,1,N34,50527,0,599.8,602.2,375,599.6,601.2,377.8,377.8,1.8,3.2,362,5.1,0,0,0.96,0.020761905,440.5
23462060200106,1,N34,50527,0,599.8,602.2,375,599.6,601.2,377.8,377.8,1.8,3.2,362,5.1,0,0,0.96,0.020761905,440.5
23462140200106,0,N34,164,0,627,632.4,409.8,626.8,632.2,404.6,434.2,57,70.9,394.8,38.6,0.94,1.04,1.1,0.020761905,391.02
23462260230106,0,N34,194,0,624.6,624.6,409,624.8,624.8,402.2,423.8,57,72.2,389.2,38.9,0.92,1.02,1.08,0.020761905,391.02
23462270230106,0,N34,203,0,620.8,620.8,409.8,620,620,402.6,422.2,1.6,71.1,390.4,38.9,0.94,1.1,1.08,0.020761905,461.1
23462290230106,0,N34,195,0,625.2,625.2,409.8,625.6,625.6,402.8,424.8,58.4,71.7,387.8,38.7,0.94,1.06,1.08,0.020761905,391.02
23462380230106,0,N34,205,0,626,626,411.4,625.8,625.8,405.4,426.6,58.3,73.1,392,39,0.9,1,1.08,0.020761905,391.02
23462500230106,0,N34,204,0,623.8,623.8,412.2,623.6,623.6,406.2,424.8,57.7,70.9,392.6,5.1,0.94,1.04,1.1,0.020761905,391.02
23462600230106,0,N34,178,0,626,630,411.8,626,630.2,406.4,433,57,70.9,394.2,38.5,0.96,1.1,1.1,0.020761905,391.02
23462620230106,0,N34,228,0,620.4,620.4,413,620,620,408.2,423.2,57.7,71.1,388.8,38.5,0.96,1.1,1.1,0.020761905,391.02
23462650230106,0,N34,192,0,630.6,630.6,412.8,630.8,630.8,407.8,430.2,57,72,392,39,0.96,1.08,1.1,0.020761905,391.02
23462660230106,0,N34,581,0,600.4,601,414.4,600,602,412.2,408.4,1.6,3.2,382.8,38.5,1.02,1.06,1.1,0.020761905,461.1
23462700230106,0,N34,163,0,621.2,631,411.6,622.4,631.2,407.8,435.2,57,70.9,393.2,38.6,0.92,1.08,1.08,0.020761905,391.02
23462720230106,0,N34,174,0,623.6,631.6,411.8,623.2,631.4,407.6,434.8,58.3,70.9,397.6,39,0.94,1.08,1.1,0.020761905,391.02
23462770230106,1,N34,155,0,607.2,632.2,410.6,605,632.8,406,437.8,57,70.9,395.8,38.5,0.94,1.04,1.08,0.020761905,391.02
23462770230106,1,N34,155,0,607.2,632.2,410.6,605,632.8,406,437.8,57,70.9,395.8,38.5,0.94,1.04,1.08,0.020761905,391.02
23462770230106,1,N34,155,0,607.2,632.2,410.6,605,632.8,406,437.8,57,70.9,395.8,38.5,0.94,1.04,1.08,0.020761905,391.02
23462770230106,1,N34,155,0,607.2,632.2,410.6,605,632.8,406,437.8,57,70.9,395.8,38.5,0.94,1.04,1.08,0.020761905,391.02
23462770230106,1,N34,155,0,607.2,632.2,410.6,605,632.8,406,437.8,57,70.9,395.8,38.5,0.94,1.04,1.08,0.020761905,391.02
23462840230106,0,N34,658,0,600.6,601,467.8,600,601.6,467.8,410.6,57.2,3.2,371.8,39,1.1,1.1,1.1,0.020761905,391.02
23462870230106,0,N34,173,0,627.2,627.2,410.8,627,627,406.2,427.6,57,3.2,390.8,38.6,0.94,1.04,1.1,0.020761905,391.02
23462930230106,0,N34,167,0,628,628,411,627.8,627.8,407.4,428.6,57.7,71.3,389.8,39,1.04,1.06,1.1,0.020761905,391.02
23462940230106,0,N34,183,0,628.2,628.2,411.2,627.6,627.6,407.6,428.2,56.6,70.9,391.6,39,0.96,1.1,1.1,0.020761905,391.02
23463000230106,0,N34,164,0,616.8,631.2,410.6,614.8,631.8,406.6,435.8,57.7,70.9,397.6,39,0.96,1.06,1.1,0.020761905,391.02
23463020230106,0,N34,166,0,618.4,630.8,411.6,618.4,630.6,406.6,435.2,57.7,70.9,395.8,38.6,0.96,1.06,1.1,0.020761905,391.02
23463040230106,0,N34,170,0,623.2,631,412.2,623,631.2,408,434.8,57.7,71.3,396.4,38.6,0.96,1.06,1.1,0.020761905,391.02
23463110230106,0,N34,162,0,607.4,631.2,410.4,607.4,630.6,406.8,436.8,57.8,72.2,393.8,39,0.96,1.06,1.1,0.020761905,391.02
23463120230106,0,N34,174,0,628,632,411.8,626.8,632.2,407.6,433.6,57.7,3.2,393.8,39,0.94,1.08,1.1,0.020761905,391.02
23463190230106,0,N34,174,0,622.6,629.8,412.2,622.8,629.8,407.4,434.2,57.3,71.3,395.2,39,0.94,1.1,1.1,0.020761905,391.02
23463220230106,0,N34,179,0,624.2,628,412,624.8,628,407.6,432.6,57.7,70.9,395.8,38.5,0.94,1.08,1.1,0.020761905,391.02
23463230230106,0,N34,171,0,626,630.2,412,625.8,630,407.4,433,57,70.9,398.6,39,0.94,1.04,1.1,0.020761905,391.02
23463260230106,0,N34,187,0,625,625,411.8,623.6,623.6,412.2,426.6,57,70.9,392,39,1.02,1.04,1.1,0.020761905,391.02
23463320230106,0,N34,262,0,618,618,413.6,617.6,617.6,409.8,423.8,1.6,70.9,392,38.5,0.92,1.08,1.1,0.020761905,461.1
23463500240106,0,N34,171,0,624,630,410.8,624,630,406.4,432.6,57.7,70.6,390.8,38.8,0.92,1.02,1.1,0.020761905,391.02
23463520240106,0,N34,181,0,627.4,629.6,411.2,627.6,629.4,407.4,431.8,56.3,69.5,394.2,38.5,0.94,1.04,1.1,0.020761905,391.02
23463550240106,0,N34,176,0,622.6,631.2,411.6,622.6,631.6,407.2,434.8,55.7,71.3,394.8,5,0.94,1.04,1.1,0.020761905,391.02
23463590240106,0,N34,172,0,622.8,630.6,412,623.4,631.4,407.4,434.8,55.7,69.8,399.2,38.5,0.94,1.04,1.1,0.020761905,391.02
23463620240106,0,N34,185,0,618.2,618.2,409.8,616.2,616.2,409.2,419.8,1.7,3.2,388.8,39,1.1,1.04,1.1,0.020761905,461.1
23463630240106,0,N34,196,0,626.2,626.2,410.6,625,625,408,425.4,57,70.1,392,39,0.96,1.08,1.1,0.020761905,391.02
23463640240106,0,N34,191,0,629,629,411.2,628.4,628.4,407.8,428.2,57,70.9,393.2,38.5,0.94,0,1.1,0.020761905,391.02
23463670240106,0,N34,168,0,622.2,631.6,411.2,621,632.2,406.8,434.8,57,71.3,399.2,39,0.96,1.1,1.1,0.020761905,391.02
23463730240106,0,N34,172,0,624.4,631.6,412.2,623.8,632.6,408,435.2,57,69.7,399.2,39,0.96,1.06,1.1,0.020761905,391.02
23463790240106,0,N34,1512,0,600,601.6,411,600,602,415.2,401.2,1.6,3.1,378.4,38.5,1.1,1.04,1.1,0.020761905,461.1
23463870240106,0,N34,163,0,607.2,627.8,411.2,609,628.6,408.4,436.8,57.7,4.4,396.4,39,0.94,1.1,1.1,0.020761905,391.02
23463890240106,0,N34,157,0,603.6,632.2,410.8,601.6,632.8,407.6,439,57,70.9,398,5.1,0.94,1.04,1.1,0.020761905,391.02
23463910240106,0,N34,153,0,579.2,630.8,409.8,577.8,631.6,405.8,440.8,57,69.6,400.2,39,0.94,1.04,1.1,0.020761905,391.02
23463950240106,0,N34,195,0,624.2,626,407.4,625.2,626,405.2,430.2,57.1,71,400.8,38.6,1.08,1.04,1.1,0.020761905,391.02
23463970240106,0,N34,205,0,628.6,628.6,409,628.2,628.2,405.2,427,57.1,70.6,398,39,0.94,1.04,1.1,0.020761905,391.02
23463990240106,0,N34,250,-5,615.6,615.6,410.8,613.6,613.6,406.2,419.4,57.7,71,392,38.6,0.94,0,1.1,0.020761905,391.02
23464050240106,0,N34,204,-10,631,631,411.2,629.8,629.8,407.2,429.2,57,70.1,394.8,39,0.98,1.12,1.1,0.020761905,391.02
23464090240106,0,N34,179,-10,624,630.2,410.6,625.2,630.2,406.8,433.6,57,70.7,399.8,38.9,0.94,1.04,1.1,0.020761905,391.02
23464190240106,0,N34,176,0,626.6,629.8,411.2,627,629.6,407.2,432.6,55.7,71,398,38.5,0.92,1.04,1.1,0.020761905,391.02
23464260240106,0,N34,188,0,625.6,630.6,411.4,626.4,630.8,407,433,57,70.8,395.2,39,0.94,1.04,1.1,0.020761905,391.02
23464460250106,0,N34,197,0,609.6,609.6,409.6,607.2,607.2,410.4,416.6,1.7,3.2,386,39,1.1,1.08,1.1,0.020761905,461.1
23464480250106,0,N34,191,0,627.8,627.8,410.2,626.8,626.8,408.2,427,57,71.3,393.8,39,0.94,1.1,1.1,0.020761905,391.02
23464530250106,0,N34,173,0,621.6,632.2,410.6,621.6,632.4,407.8,435.2,55.7,69.7,398.6,38.5,0.94,1.04,1.1,0.020761905,391.02
23464600250106,0,N34,164,0,606.2,628.6,410.4,607,628.6,408.2,436.8,56.4,69.7,400.8,38.5,0.96,1.06,1.1,0.020761905,391.02
23464620250106,0,N34,164,0,603,631,410.4,604.6,631.8,407.8,437.8,57,70.8,403,38.5,0.96,1.06,1.1,0.020761905,391.02
23464630250106,0,N34,1134,0,599.6,601,412.6,599.4,602.2,414.2,396.4,1.7,3.2,384.8,38.9,0.02,1.08,1.1,0.020761905,461.1
23464650250106,0,N34,221,0,622.4,622.4,411.6,621,621,409.8,423.8,57,4.4,394.8,38.5,1.02,1.1,1.1,0.020761905,391.02
23464720250106,0,N34,165,-2,607,635,410.8,608,635.6,408.2,439,57.7,71,399.2,39,0.94,1.12,1.1,0.020761905,391.02
23464790250106,0,N34,160,-2,598,635,410.6,597.6,635.2,407.8,439.6,57.1,70.7,401.2,38.5,0.96,1.12,1.1,0.020761905,391.02
23464810250106,0,N34,195,0,622.2,622.2,410.8,621.8,621.8,411.2,425.8,1.7,70.8,392,39,0.96,1.06,1.1,0.020761905,461.1
23464890250106,0,N34,165,0,598.4,630.6,410.6,598.6,630.8,407.6,438.6,56.3,71,400.2,38.5,0.96,1.06,1.1,0.020761905,391.02
23464900250106,0,N34,179,0,610.6,632.8,410.8,611.2,633.8,408,437.8,57,69.9,399.8,38.5,0.96,1.06,1.1,0.020761905,391.02
23464960250106,0,N34,350,0,603,603,414,602.2,602.2,410.6,413.2,1.7,3.2,391.6,38.8,0.02,1.1,1.1,0.020761905,461.1
23465030250106,0,N34,188,0,628.6,628.6,408.6,628.2,628.2,405.8,427.6,57.1,71,393.2,39,0.96,1.1,1.1,0.020761905,391.02
23465040250106,0,N34,182,0,628,628,408.8,628,628,405.8,428.2,58.3,71.1,398,39,0.92,1.02,1.1,0.020761905,391.02
23465060250106,0,N34,187,0,627.4,627.6,409.8,627.2,627.2,407,430.8,57.7,71.1,397.6,39,0.96,1.06,1.1,0.020761905,391.02
23465070250106,0,N34,177,0,625,628.6,409.4,625.8,628.6,406.2,432.6,58.3,71.3,399.2,39,0.96,1.06,1.1,0.020761905,391.02
23465100250106,0,N34,216,0,627.8,627.8,411.6,626.8,626.8,409,428.2,58.3,71.8,398,39,0.96,1.06,1.1,0.020761905,391.02
23465170250106,0,N34,191,0,628.6,628.6,410.2,627.4,627.4,409.6,429.8,57.1,71.8,396.4,39,0.94,1.04,1.1,0.020761905,391.02
23465240250106,0,N34,182,0,627.8,630.8,410.8,627.8,631.2,408,432.6,57.7,71.3,401.2,38.6,0.96,1.06,1.1,0.020761905,391.02
23465370250106,1,N34,175,0,611,629,409.8,611.6,629,408.8,435.8,57.1,70.6,398.6,38.6,0.96,1.06,1.1,0.020761905,391.02
23465370250106,1,N34,175,0,611,629,409.8,611.6,629,408.8,435.8,57.1,70.6,398.6,38.6,0.96,1.06,1.1,0.020761905,391.02
23465370250106,1,N34,175,0,611,629,409.8,611.6,629,408.8,435.8,57.1,70.6,398.6,38.6,0.96,1.06,1.1,0.020761905,391.02
23465370250106,1,N34,175,0,611,629,409.8,611.6,629,408.8,435.8,57.1,70.6,398.6,38.6,0.96,1.06,1.1,0.020761905,391.02
23465370250106,1,N34,175,0,611,629,409.8,611.6,629,408.8,435.8,57.1,70.6,398.6,38.6,0.96,1.06,1.1,0.020761905,391.02
23465420250106,1,N34,204,0,629.4,629.4,412.2,629,629,409.8,428.6,57.1,71,400.2,38.6,0.96,1.06,1.1,0.020761905,391.02
23465420250106,1,N34,204,0,629.4,629.4,412.2,629,629,409.8,428.6,57.1,71,400.2,38.6,0.96,1.06,1.1,0.020761905,391.02
23465420250106,1,N34,204,0,629.4,629.4,412.2,629,629,409.8,428.6,57.1,71,400.2,38.6,0.96,1.06,1.1,0.020761905,391.02
23465420250106,1,N34,204,0,629.4,629.4,412.2,629,629,409.8,428.6,57.1,71,400.2,38.6,0.96,1.06,1.1,0.020761905,391.02
23465420250106,1,N34,204,0,629.4,629.4,412.2,629,629,409.8,428.6,57.1,71,400.2,38.6,0.96,1.06,1.1,0.020761905,391.02
23465430250106,0,N34,359,0,601.8,601.8,413.8,601.6,602.4,412.2,416.2,57.1,71,392,39,0.98,1.06,1.1,0.020761905,391.02
23465480250106,0,N34,188,0,627.8,628.2,411.4,628,628.2,408.8,430.2,57.7,71,399.8,38.6,0.94,1.02,1.1,0.020761905,391.02
23465570260106,0,N34,221,0,625.8,625.8,412.8,625.2,625.2,410.8,427,57.1,71,395.8,38.6,0.98,1.08,1.1,0.020761905,391.02
23465590260106,0,N34,170,0,623,626.6,411.2,624,626.8,409.2,432.6,57.1,69.9,398.6,38.6,0.96,1.06,1.1,0.020761905,391.02
23465720260106,0,N34,184,0,628.6,628.8,410.2,628.6,628.6,406.8,429.8,57.1,70.6,396.4,38.6,0.94,1.06,1.1,0.020761905,391.02
23465730260106,0,N34,177,0,627.6,628.6,409.8,628,628.6,405.8,430.8,57.3,71,400.8,38.6,0.94,1.06,1.1,0.020761905,391.02
23465780260106,0,N34,220,0,627,627,412,626,626,409.2,426.6,57.7,71.4,398,38.6,0.96,1.06,1.1,0.020761905,391.02
23465840260106,0,N34,230,0,625.8,625.8,413.2,625.8,625.8,409.6,428.6,57.7,69.8,398.6,38.5,0.96,1.06,1.08,0.020761905,391.02
23465890260106,0,N34,158,0,607,631.8,409.6,604.8,632.2,407.6,437.8,57.1,70.6,399.2,38.6,0.96,1.06,1.1,0.020761905,391.02
23465900260106,0,N34,166,0,611.2,633,410.6,611,633.8,408.4,437.8,57.1,70.3,400.8,38.6,0.94,1.06,1.1,0.020761905,391.02
23465910260106,0,N34,161,0,588,633.6,409.4,585,634.2,406.4,440.8,57.1,70.9,400.8,38.6,0.96,1.06,1.1,0.020761905,391.02
23465930260106,0,N34,284,0,616,616,601.2,614.2,614.2,601,354.4,57.7,72.1,331.52,38.6,0.96,1.1,1.1,0.020761905,383.25
23465990260106,0,N34,162,0,599.8,601,600.2,599,600.6,600.2,372.4,57.7,70.6,331.52,38.6,0.94,1.04,1.1,0.020761905,391.02
23466060260106,0,N34,173,0,599.8,601.2,600.6,599,600.6,600.2,369.6,57.1,70.6,331.52,38.6,0.96,1.06,1.1,0.020761905,391.02
23466170260106,0,N34,1380,0,600,601.2,600.8,600.2,601.4,600.6,313.6,1.7,3.3,331.52,38.5,1.1,1.06,1.1,0.020761905,461.1
23466200260106,0,N34,165,0,600,601,601,599,600.6,600,357.6,57.1,71.4,331.52,39,0.94,1.04,1.1,0.020761905,391.02
23466210260106,0,N34,199,0,599.6,601,600.8,598.8,601,600.4,360.8,57.7,72.4,331.52,38.8,0.94,1.04,1.1,0.020761905,391.02
23466220260106,0,N34,179,0,599.6,600.8,600.6,599,601,600.2,364.8,57.7,71.5,331.52,39,0.92,1.02,1.1,0.020761905,391.02
23466280260106,0,N34,169,0,599.4,600.8,600.2,599.2,600.8,600.6,370.8,57.7,71.8,331.52,39,0.96,1.06,1.1,0.020761905,391.02
23466490260106,0,N34,184,5,599.6,601,601,599,600.8,600.8,359.2,57.7,72,331.52,38.5,0.92,1.04,1.08,0.020761905,391.02
23466540260106,0,N34,207,0,599.4,601.2,601.2,599.2,601,600.6,354.4,56.4,70.6,331.52,38.6,0.96,1.06,1.1,0.020761905,383.25
23466590260106,0,N34,210,0,599.4,601,600.8,599,601,600.2,362.6,57.7,70.9,331.52,38.6,0.96,1.06,1.1,0.020761905,391.02
23466650270106,0,N34,194,0,599.6,601.2,601,599,601,600,360.2,57,71,331.52,38.5,0.96,1.06,1.1,0.020761905,391.02
23466660270106,0,N34,256,0,599.4,601.2,601,599,601.2,600.2,356.6,57.7,71.8,331.52,38.5,0.96,1.06,1.1,0.020761905,391.02
23466680270106,0,N34,200,0,599.6,601,600,599.2,600.6,600.2,363.2,57,71.9,331.52,38.5,0.98,1.06,1.1,0.020761905,391.02
